Country,City,PM2.5,PM10,NO2,SO2,CO,O3,AQI,Temperature,Humidity,WindSpeed,Date,Station_ID,Status
China,Beijing,237.4,358.41,175.73,46.1,8.51,85.23,254,29.45,60.77,2.46_err,2024-06-27,4884,Very Unhealthy
Germany,Berlin,104.08,125.69,51.59,31.61,2.76,88.18,83,38.55,68.11,2.99,2024-06-28,7152,Moderate
China,Beijing,149.44,183.7,78.09,30.76,11.0,64.39,167,26.51,47.98,7.84,2024-06-29,8716,Unhealthy
USA,Los Angeles,150.39,192.6,116.85,50.71,8.66,40.16,149,12.72,48.96,,2024-06-30,1890,Unhealthy for Sensitive Groups
Germany,Berlin,113.42,196.21,42.46,53.81,4.65,80.67,138,22.45,20.12,7.96,2024-07-01,4541,Unhealthy for Sensitive Groups
USA,Los Angeles,245.18,298.63,110.86,58.45,13.12,14.82,276,42.05,74.76,4.1,2024-07-02,3917,Very Unhealthy
Germany,Munich,92.35,151.25,52.04,25.39,5.67,77.51,106,36.46,72.1,3.17,2024-07-03,3234,Unhealthy for Sensitive Groups
Germany,Hamburg,236.81,343.86,174.85,73.26,5.25,78.95,258,25.87,35.13,3.99,2024-07-04,4181,Very Unhealthy
Japan,Osaka,100.97,174.76,70.11,17.99,7.67,70.64,141,37.17,43.03,7.14,2024-07-05,4313,Unhealthy for Sensitive Groups
Japan,Tokyo,169.29,277.61,96.04,21.94,11.93,34.68,193,27.21,74.67,7.56,2024-07-06,1525,Unhealthy
USA,New York,211.69,289.13,123.83,81.73,14.87,82.49,254,40.99,58.77,4.02,2024-07-07,5597,Very Unhealthy
China,Beijing,94.75,115.74,41.83,34.19,5.58,42.03,117,26.43,57.14,2.37,2024-07-08,8627,Unhealthy for Sensitive Groups
Germany,Munich,202.67,244.33,88.81,31.81,5.61,54.07,184,27.07,73.69,9.45,2024-07-09,3804,Unhealthy
Japan,Tokyo,129.77,184.76,63.25,52.27,4.89,74.48,136,25.32,54.41,4.91,2024-07-10,5835,Unhealthy for Sensitive Groups
USA,New York,205.11,309.35,68.9,56.62,12.83,66.22,251,18.55,54.98,6.26,2024-07-11,3784,Very Unhealthy
USA,Chicago,170.34,242.73,62.36,33.2,9.98,43.86,194,23.14,53.15,7.88,2024-07-12,4763,Unhealthy
Vietnam,Ho Chi Minh City,165.19,289.05,54.38,27.58,7.41,103.47,185,18.55,28.24,5.08,2024-07-13,9548,Unhealthy
Germany,Berlin,159.38,228.74,51.27,60.96,5.97,70.42,169,21.71,42.2,7.64,2024-07-14,8757,Unhealthy
Germany,Munich,33.82,46.88,12.25,16.01,1.97,91.38,42,31.56,64.0,5.15,2024-07-15,1237,Good
Germany,Hamburg,114.08,149.7,74.08,36.39,2.49,115.13,98,38.4,93.22,5.21,2024-07-16,5041,Moderate
China,Shanghai,,114.55,21.0,9.45,1.8,76.31,60,45.0,75.78,2.81,2024-07-17,8114,Moderate
USA,New York,88.8,150.31,33.88,36.6,5.37,49.45,105,32.19,25.92,3.89,2024-07-18,3440,Unhealthy for Sensitive Groups
USA,New York,127.36,220.1,90.67,16.8,4.13,91.54,158,29.9,59.9,6.17,2024-07-19,7844,Unhealthy
Vietnam,Hanoi,115.8,196.5,63.2,41.31,5.18,69.24,145,18.59,51.92,7.49,2024-07-20,8711,Unhealthy for Sensitive Groups
USA,New York,49.83,59.83,16.53,17.4,2.53,42.68,55,37.97,60.04,1.16,2024-07-21,7974,Moderate
USA,Los Angeles,138.11,213.49,47.82,49.66,6.28,60.43,140,40.13,78.16,6.18,2024-07-22,8852,Unhealthy for Sensitive Groups
Vietnam,Ho Chi Minh City,118.96,185.12,89.16,21.32,3.08,110.98,139,35.39,75.91,6.79,2024-07-23,9114,Unhealthy for Sensitive Groups
China,Beijing,145.85,182.67,99.33,25.05,4.99,91.46,143,15.16,46.76,4.12,2024-07-24,1203,Unhealthy for Sensitive Groups
Germany,Berlin,198.11,340.23,140.7,52.81,12.64,66.06,271,26.22,62.88,8.27,2024-07-25,3174,Very Unhealthy
Japan,Osaka,143.73,186.0,104.43,50.43,9.84,100.82,171,22.12,84.95,5.58,2024-07-26,4916,Unhealthy
Vietnam,Hanoi,164.65,283.73,108.55,18.05,6.67,67.78,169,21.74,72.7,8.7,2024-07-27,8860,Unhealthy
Japan,Tokyo,142.5,172.83,53.49,54.71,8.94,49.26,162,25.17,100.0,8.21,2024-07-28,8524,Unhealthy
USA,Chicago,152.53,235.58,54.96,25.35,10.56,94.6,186,31.72,89.63,5.16,2024-07-29,1399,Unhealthy
Germany,Munich,78.97,,60.39,11.33,4.04,25.33,85,26.52,86.93,6.0,2024-07-30,3271,Moderate
Germany,Berlin,130.38,174.15,80.59,61.93,8.76,39.09,149,20.48,44.02,5.65,2024-07-31,7068,Unhealthy for Sensitive Groups
Germany,Hamburg,119.94,194.9,81.03,14.85,4.85,47.37,122,23.37,58.8,3.2,2024-08-01,1022,Unhealthy for Sensitive Groups
Vietnam,Ho Chi Minh City,163.01,240.09,109.76,25.82,12.01,77.55,196,25.11,56.84,5.36,2024-08-02,6454,Unhealthy
USA,New York,133.55,223.83,65.47,44.12,7.67,70.73,164,32.46,80.24,9.71,2024-08-03,5859,Unhealthy
Germany,Munich,90.74,119.8,58.46,39.94,4.04,79.81,102,13.41,39.99,5.65,2024-08-04,9887,Unhealthy for Sensitive Groups
USA,New York,52.12,78.84,37.98,11.55,3.58,66.83,41,21.52,81.98,6.74,2024-08-05,2326,Good
USA,Los Angeles,79.96,97.83,60.32,31.37,2.9,109.11,49,24.17,64.94,6.59,2024-08-06,1898,Good
USA,Chicago,46.86,78.08_err,21.06,15.57,1.7,72.16,79,16.99,57.96,3.87,2024-08-07,6963,Moderate
Vietnam,Hanoi,53.03,82.24,26.73,19.18,4.09,66.95,64,39.79,67.95,6.44,2024-08-08,7274,Moderate
Japan,Osaka,148.18,258.33,73.55,33.42,11.43,57.69,211,16.8,94.96,4.68,2024-08-09,1669,Very Unhealthy
Japan,Osaka,128.79,198.3,91.81,36.42,8.87,37.66,142,33.63,29.75,5.0,2024-08-10,3871,Unhealthy for Sensitive Groups
USA,Chicago,101.26_err,170.74,44.7,11.52,2.69,81.8,113,21.15,82.7,8.62,2024-08-11,2097,Unhealthy for Sensitive Groups
USA,Chicago,102.79,148.25,79.53,23.43,3.19,16.86,103,39.48,42.25,6.94,2024-08-12,4354,Unhealthy for Sensitive Groups
China,Shanghai,102.13,150.45,68.8,47.66,4.11,86.11,80,35.35,62.45,5.39,2024-08-13,4909,Moderate
USA,New York,81.1,114.49,61.34,40.52,5.39,41.52,122,25.74,64.82,4.26,2024-08-14,8839,Unhealthy for Sensitive Groups
USA,Chicago,184.91,275.24,142.79,20.2,11.6,110.45,223,40.92,51.38,4.26,2024-08-15,4437,Very Unhealthy
China,Shanghai,146.14,196.38,78.53,29.05,8.01,50.95,161,20.54,89.34,8.36,2024-08-16,6778,Unhealthy
Japan,Kyoto,133.78,186.48,48.34,42.58,4.49,56.73,134,28.39,46.33,9.14,2024-08-17,7929,Unhealthy for Sensitive Groups
Japan,Tokyo,154.59,273.92,84.95,62.49,7.96,57.82,166,26.37,54.91,7.27,2024-08-18,2038,Unhealthy
Japan,Osaka,166.21,220.44,115.13,23.99,12.25,37.48,182,31.81,83.15,6.31,2024-08-19,8412,Unhealthy
Germany,Hamburg,75.16,116.16,36.55,11.74,3.92,51.78,67,39.65,50.97,6.5,2024-08-20,9629,Moderate
Vietnam,Ho Chi Minh City,19.09,25.56,6.02,8.38,0.76,35.89,37,30.77,67.8,1.98,2024-08-21,9714,Good
USA,Los Angeles,131.18,211.11,82.99,35.48,9.28,67.01,200,19.97,84.78,3.27,2024-08-22,8405,Unhealthy
USA,Los Angeles,121.4,170.17,57.18,35.32,9.69,43.48,162,18.11,57.87,3.26,2024-08-23,2075,Unhealthy
China,Shanghai,117.27,170.75,46.06,48.5,3.25,60.54,88,29.34,80.84,5.03,2024-08-24,2430,Moderate
Vietnam,Ho Chi Minh City,169.55,252.88,62.09,24.02,10.77,46.6,190,23.69,57.18,8.83,2024-08-25,3929,Unhealthy
Japan,Tokyo,71.6,121.75,26.77,24.82,5.53,46.06,67,21.27,56.52,7.47,2024-08-26,2791,Moderate
China,Shanghai,96.71,126.95,29.56,25.61,7.15,84.94,129,24.71,38.56,7.05,2024-08-27,2835,Unhealthy for Sensitive Groups
China,Shanghai,248.26,312.24,133.77,123.34,6.28,79.66,254,12.97,68.54,10.7,2024-08-28,3465,Very Unhealthy
China,Shenzhen,175.83,252.11,98.14,18.35,11.85,76.14,208,34.1,53.41,4.6,2024-08-29,1371,Very Unhealthy
Japan,Osaka,102.15,124.89,56.77,18.95,5.23,52.06,109,26.29,43.07,4.72,2024-08-30,9870,Unhealthy for Sensitive Groups
China,Shanghai,39.8,53.5,23.97,13.35,2.3,49.44,16,24.04,49.26,6.4,2024-08-31,6680,Good
Germany,Munich,19.89,33.25,6.9,9.75,0.54,58.52,10,23.08,90.48,3.01,2024-09-01,1351,Good
Japan,Tokyo,144.33,219.57,54.44,24.12,11.45,40.96,167,19.57,62.34,4.6,2024-09-02,2031,Unhealthy
Vietnam,Hanoi,14.88,21.93,5.7,3.43,0.36,73.49,29,26.8,68.87,4.54,2024-09-03,9513,Good
Japan,Osaka,27.63,44.7,19.96,5.93,,64.34,31,19.95,76.98,4.52,2024-09-04,6616,Good
Japan,Osaka,133.22,168.96,83.2,37.12,4.4,129.21,143,27.05,20.79,4.57,2024-09-05,9686,Unhealthy for Sensitive Groups
USA,Los Angeles,93.38,145.5,40.95,36.73,5.92,94.22,93,15.47,71.29,4.66,2024-09-06,8503,Moderate
Japan,Kyoto,99.31,159.94,71.05,23.14,3.38,47.38,111,24.95,63.55,8.01,2024-09-07,3161,Unhealthy for Sensitive Groups
Japan,Tokyo,122.57,190.35,59.98,49.02,5.6,63.48,112,29.57,100.0,7.21_err,2024-09-08,5259,Unhealthy for Sensitive Groups
China,Shanghai,89.28,160.06,54.63,42.73,2.34,65.77,101,21.01,57.46,3.27,2024-09-09,7093,Unhealthy for Sensitive Groups
Japan,Tokyo,131.87,198.31,85.37,29.29,5.82,44.9,139,28.48,59.79,7.57,2024-09-10,3430,Unhealthy for Sensitive Groups
Japan,Osaka,60.31,81.92,45.39,6.42,2.39,111.77,70,29.32,74.48,3.14,2024-09-11,8469,Moderate
China,Shenzhen,97.49,131.51,38.6,15.92,7.53,82.68,144,41.3,89.62,0.1,2024-09-12,3634,Unhealthy for Sensitive Groups
USA,Los Angeles,116.32,159.65,50.86,21.98,4.65,52.3,115,17.16,44.19,6.65,2024-09-13,3986,Unhealthy for Sensitive Groups
China,Shenzhen,147.79,231.32,60.07,55.53,4.78,68.34,166,18.67,51.25,5.28,2024-09-14,3514,Unhealthy
China,Beijing,128.8,165.77,45.06,35.46,6.93,70.5,132,19.69,43.38,2.46,2024-09-15,2915,Unhealthy for Sensitive Groups
Vietnam,Ho Chi Minh City,154.39,262.52,54.93,75.57,9.51,55.21,185,25.34,30.55,4.41,2024-09-16,3072,Unhealthy
Germany,Munich,152.12,257.93,73.29,36.38,7.31,28.13,143,38.23,79.7,7.74,2024-09-17,7056,Unhealthy for Sensitive Groups
China,Beijing,195.62,254.08,83.82,52.9,14.35,50.67,217,31.85,66.52,5.81,2024-09-18,1568,Very Unhealthy
Japan,Osaka,210.61,355.33,151.79,77.52,12.32,33.42,256,26.9,75.61,9.53,2024-09-19,3423,Very Unhealthy
Japan,Osaka,66.68,103.48,26.55,18.87,4.83,60.39,61,15.03,85.43,2.45,2024-09-20,9845,Moderate
China,Shenzhen,111.08,161.7,87.31,47.84,2.94,76.29,123,42.08,66.3,8.07,2024-09-21,5940,Unhealthy for Sensitive Groups
Vietnam,Hanoi,55.36,81.87,34.54,19.01,1.34,65.76,74,24.25,49.13,5.03,2024-09-22,7628,Moderate
Germany,Berlin,113.17,174.44,59.57,52.92,4.2,,103,21.83,71.42,8.92,2024-09-23,8504,Unhealthy for Sensitive Groups
Japan,Tokyo,142.93,184.67,50.22,44.21,8.65,34.86,150,24.7,59.04,4.98,2024-09-24,1070,Unhealthy for Sensitive Groups
USA,Chicago,,10.0,2.43,1.0,0.18,67.55,10,27.94,32.75,6.29,2024-09-25,6427,Good
Japan,Osaka,176.04,286.26,70.91,25.77,9.25,87.11,223,11.82,71.33,4.41,2024-09-26,5748,Very Unhealthy
USA,Chicago,120.7,185.59,78.17,36.1,5.92,52.51,142,16.93,49.0,5.71,2024-09-27,3409,Unhealthy for Sensitive Groups
USA,Chicago,133.07,221.86,93.73,57.13,7.06,96.95,187,25.47,59.19,2.19,2024-09-28,8243,Unhealthy
Japan,Kyoto,116.15,181.35,36.71,13.14,7.35,143.34,138,32.37,42.96,6.72,2024-09-29,2840,Unhealthy for Sensitive Groups
Germany,Berlin,104.82,164.54,37.59,26.68,6.71,99.32,115,25.62,100.0,6.95,2024-09-30,3284,Unhealthy for Sensitive Groups
USA,New York,160.13,250.92,77.88,18.61,5.44,55.8,201,19.18,100.0,5.02,2024-10-01,6047,Very Unhealthy
Vietnam,Ho Chi Minh City,51.57,87.82,33.57,11.96,3.6,95.64,55,17.53,63.98,6.45,2024-10-02,4610,Moderate
Germany,Munich,133.88,213.32,49.63,18.42,5.45,78.24,146,34.3,49.46,5.09,2024-10-03,2515,Unhealthy for Sensitive Groups
Japan,Tokyo,188.72,257.72,141.29,36.71,4.64,74.82,178,30.35,59.08,8.68,2024-10-04,4197,Unhealthy
USA,Chicago,34.64,58.34,17.73,14.58,0.9,138.57,41,39.24,83.9,5.6,2024-10-05,4639,Good
Japan,Tokyo,56.27,80.45,19.88,8.65,3.95,119.75,66,22.75,92.89,7.9,2024-10-06,1369,Moderate
Vietnam,Da Nang,100.02,164.75,51.38,43.62,5.19,96.61,146,27.09,66.43,8.45,2024-10-07,8298,Unhealthy for Sensitive Groups
Vietnam,Da Nang,198.02,346.7,137.2,37.2,13.77,91.93,267,30.36,46.74,6.75,2024-10-08,7462,Very Unhealthy
China,Shanghai,21.96,31.69,17.22,3.97,1.2,70.97,24,21.79,85.7,6.0,2024-10-09,6206,Good
USA,Chicago,92.67,164.4,35.88,29.22,4.05,70.49,114,42.46,43.7,4.12,2024-10-10,9381,Unhealthy for Sensitive Groups
Vietnam,Da Nang,193.69,283.95,74.17,43.64,6.34,69.95,201,25.57,46.41,4.44,2024-10-11,6915,Very Unhealthy
Germany,Berlin,130.75,170.9,93.74,53.72,8.54,34.4,176,23.64,77.28,4.33,2024-10-12,8006,Unhealthy
Japan,Osaka,80.04,129.94,62.92,9.4,2.05,78.82,69,26.5,44.66,7.8,2024-10-13,7108,Moderate
Vietnam,Ho Chi Minh City,35.0,57.05,16.83,8.44,2.29,5.0,24,25.0,55.7,3.33,2024-10-14,6651,Good
Japan,Osaka,169.06,222.35,98.31,41.78,8.51,82.6,215,34.74,70.17,3.31,2024-10-15,8300,Very Unhealthy
USA,New York,30.19,54.3,15.18,5.58,1.74,83.26,27,27.7,32.26,0.31,2024-10-16,4533,Good
Germany,Hamburg,89.17,155.38,62.03,20.8,2.75,86.11,101,20.56,40.5,4.81,2024-10-17,7809,Unhealthy for Sensitive Groups
Germany,Munich,91.37,123.71,65.68,31.62,3.07,61.91,96,30.13,71.57,7.25,2024-10-18,3683,Moderate
Germany,Hamburg,121.44,172.97,50.02,39.22,8.91,129.79,129,34.06,68.4,8.75,2024-10-19,7786,Unhealthy for Sensitive Groups
China,Shenzhen,187.12,296.97,76.88,29.46,14.73,99.27,233,27.66,52.87,2.22,2024-10-20,2410,Very Unhealthy
China,Beijing,155.41,270.89,77.35,50.61,11.43,90.35,212,22.22,73.82,6.97,2024-10-21,5968,Very Unhealthy
Germany,Hamburg,163.27,226.9,85.77,41.3,12.22,35.95,174,31.45,35.49,8.8,2024-10-22,6495,Unhealthy
Vietnam,Da Nang,158.73,200.15,65.13,64.53,6.69,72.95,166,28.1,39.62,5.23,2024-10-23,7156,Unhealthy
Vietnam,Hanoi,164.89,249.34,52.38,35.09,9.62,54.88,218,32.04,55.72,5.35,2024-10-24,7708,Very Unhealthy
Japan,Osaka,110.18,147.75,69.49,36.28,4.42,88.87,96,19.33,31.72,8.05,2024-10-25,3865,Moderate
USA,Los Angeles,81.37,117.07_err,39.27,17.36,2.05,119.36,77,20.85,41.83,9.02,2024-10-26,3243,Moderate
China,Beijing,149.26,253.2,118.27,67.24,8.51,66.57,209,20.03,70.3,7.39,2024-10-27,7254,Very Unhealthy
Japan,Kyoto,217.39,318.79,122.16,56.38,13.71,71.75,265,26.07,73.82,5.69,2024-10-28,9037,Very Unhealthy
Vietnam,Ho Chi Minh City,199.38,315.86,101.28,74.06,10.55,60.39,217,34.91,38.53,7.29,2024-10-29,5979,Very Unhealthy
Germany,Hamburg,120.37,173.41,54.35,36.87,7.07,68.11,136,26.6,100.0,5.21,2024-10-30,8593,Unhealthy for Sensitive Groups
China,Beijing,169.54,242.51,89.99,35.39,6.18,59.98,151,29.27,52.79,10.32,2024-10-31,1040,Unhealthy
China,Shanghai,190.03,313.67,130.31,56.95,7.84,75.49,244,25.9_err,42.34,6.92,2024-11-01,5917,Very Unhealthy
Germany,Berlin,5.0,10.0,2.0,1.0,0.19,56.64,10,33.52,97.72,11.32,2024-11-02,5713,Good
Germany,Berlin,28.96,36.44,21.67,9.84,1.79,83.98,33,40.85,60.49,4.78,2024-11-03,9059,Good
China,Beijing,103.47,132.73,35.6,40.17,6.44,86.58,81,32.08,69.92,7.59,2024-11-04,2955,Moderate
Japan,Osaka,130.53,181.1,101.57,20.82,8.59,71.31,145,37.04,74.47,6.3,2024-11-05,2093,Unhealthy for Sensitive Groups
USA,Chicago,160.77,238.02,53.7,29.55,3.29,75.17,151,33.03,76.03,6.97,2024-11-06,6927,Unhealthy
USA,Los Angeles,171.29_err,231.29,121.03,25.95,12.94,100.94,211,19.54,54.12,9.91,2024-11-07,8144,Very Unhealthy
Japan,Kyoto,226.32,321.14,71.06,110.81,15.65,67.0,284,27.26,49.53,3.7,2024-11-08,8799,Very Unhealthy
Vietnam,Ho Chi Minh City,172.75,228.88,64.02,69.72,6.8,131.12,199,34.52,47.46,4.2,2024-11-09,9397,Unhealthy
USA,New York,139.16,195.86,71.49,54.37,4.55,88.96,146,44.89,56.41,10.55,2024-11-10,5252,Unhealthy for Sensitive Groups
China,Shenzhen,50.35,72.81,28.5,20.74,2.98,75.35,52,31.19,63.77,5.65,2024-11-11,1958,Moderate
China,Shanghai,61.2,96.41,19.57,10.46,2.3,52.81,68,34.08,72.41,4.92,2024-11-12,8553,Moderate
China,Shanghai,97.34,134.95,68.43,27.52,2.82,71.58,61,17.09,59.45,5.44,2024-11-13,3675,Moderate
Vietnam,Ho Chi Minh City,146.53,225.3,105.71,59.24,8.74,65.43,204,26.95,64.98,2.85,2024-11-14,6917,Very Unhealthy
Germany,Hamburg,112.72,185.0,88.01,28.14,5.92,44.86,124,24.57,83.17_err,5.12,2024-11-15,6832,Unhealthy for Sensitive Groups
Vietnam,Ho Chi Minh City,99.19,169.45,76.26,26.81,7.53,19.75,137,25.82,59.63,6.03,2024-11-16,5778,Unhealthy for Sensitive Groups
USA,Chicago,117.4,196.04,83.76,52.31,6.36,35.96,144,28.24,87.23,8.81,2024-11-17,2258,Unhealthy for Sensitive Groups
USA,New York,82.6,116.48,50.55,14.62,2.39,66.73,67,21.08,82.46,6.75,2024-11-18,4002,Moderate
Vietnam,Da Nang,150.28,205.06,61.47,27.9,3.77,66.04,151,31.49,83.78,5.03,2024-11-19,3738,Unhealthy
USA,Los Angeles,199.09,343.4,125.47,86.72,9.64,38.53,255,45.0,71.87,5.53,2024-11-20,6180,Very Unhealthy
Japan,Osaka,162.1,196.38,88.89,35.08,12.27,7.03,209,27.32,47.74,7.47,2024-11-21,6939,Very Unhealthy
Vietnam,Da Nang,77.62,97.34,53.79,17.82,4.66,35.07,80,23.7,22.05,8.75,2024-11-22,6761,Moderate
China,Beijing,96.83,123.75,32.72,33.1,3.04,36.94,74,19.14,67.08,10.09,2024-11-23,3243,Moderate
USA,Los Angeles,71.93,113.65,36.14,20.56,4.9,79.55,92,20.82,56.48,5.41,2024-11-24,7111,Moderate
Germany,Munich,171.98,276.91,120.42,29.85,7.07,44.09,172,28.93,43.81,8.05,2024-11-25,6575,Unhealthy
China,Beijing,147.39,255.64,117.47,39.31,3.36,67.98,150,36.64,41.15,5.18,2024-11-26,4569,Unhealthy for Sensitive Groups
China,Shenzhen,118.07,156.48,40.81,31.23,4.85,52.88,111,41.1,69.93,6.42,2024-11-27,4622,Unhealthy for Sensitive Groups
China,Shenzhen,117.42,182.29,91.41,38.7,3.47,59.25,128,8.33,73.28,3.18,2024-11-28,9612,Unhealthy for Sensitive Groups
USA,Chicago,60.27,99.23,35.98,7.92,4.42,70.07,65,15.67,84.51,6.26,2024-11-29,2867,Moderate
Germany,Munich,157.99,192.9,50.49,75.79,12.31,64.1,203,33.74,45.15,4.73,2024-11-30,2251,Very Unhealthy
Vietnam,Hanoi,194.27,290.82,99.97,20.33,10.51,69.12,201,30.69,55.46,7.68,2024-12-01,1284,Very Unhealthy
Germany,Munich,181.84,247.34,78.84,80.96,3.78,108.75,194,31.29,41.26,5.01,2024-12-02,6104,Unhealthy
Japan,Tokyo,156.88,194.33,95.83,66.76,12.48,119.5,197,28.41,61.99,5.73,2024-12-03,8240,Unhealthy
USA,Chicago,73.41,104.77,31.62,17.95,3.64,77.06,54,34.15,23.94,7.34,2024-12-04,6604,Moderate
China,Shenzhen,99.75,150.1,62.28,32.5,4.18,82.98,73,26.14,66.4,7.12,2024-12-05,5991,Moderate
Vietnam,Da Nang,120.33,191.63,81.77,17.49,9.56,59.76,130,14.98,90.25,6.9,2024-12-06,2943,Unhealthy for Sensitive Groups
China,Beijing,122.79,196.08,58.8,31.34,4.56,95.87,117,20.46,92.54,5.02,2024-12-07,3332,Unhealthy for Sensitive Groups
China,Shanghai,142.26,199.28,107.18,18.48,3.27,86.53,152,30.04,52.0,9.35,2024-12-08,3053,Unhealthy
China,Beijing,174.15,230.63,106.43,57.82,13.34,89.85,190,38.11,81.15,7.1,2024-12-09,2287,Unhealthy
Germany,Hamburg,115.55,145.4,77.69,53.1,4.12,56.05,110,24.54,67.43,2.96,2024-12-10,2830,Unhealthy for Sensitive Groups
Vietnam,Hanoi,152.8,195.3,111.6,55.92,9.57,39.25,158,25.85,,8.49,2024-12-11,8934,Unhealthy
Germany,Berlin,157.31,211.29,71.6,35.62,10.75,71.65,185,27.18,46.58,4.5,2024-12-12,4217,Unhealthy
Vietnam,Hanoi,139.41,172.74,77.36,67.43,10.98,5.29,141,39.22,100.0,5.28,2024-12-13,9412,Unhealthy for Sensitive Groups
USA,New York,125.84,193.37,73.76,27.01,8.67,64.86,129,33.42,70.3,6.48,2024-12-14,8685,Unhealthy for Sensitive Groups
Vietnam,Ho Chi Minh City,173.09,212.95,88.66,29.94,3.69,72.7,177,21.65,71.35,2.5,2024-12-15,1709,Unhealthy
Vietnam,Ho Chi Minh City,67.29,97.82,42.53,27.41,2.68,18.53,56,42.84,34.34,4.09,2024-12-16,1168,Moderate
Vietnam,Hanoi,166.74,216.81,123.76,62.03,6.96,110.98,186,22.33,71.72,3.46,2024-12-17,4365,Unhealthy
USA,New York,114.44,147.68,70.58,42.3,3.31,62.12,120,38.74,64.54,7.01,2024-12-18,4027,Unhealthy for Sensitive Groups
Japan,Tokyo,161.53,217.72,65.79,51.5,9.81,46.16,215,31.71,72.32,3.36,2024-12-19,2487,Very Unhealthy
China,Shenzhen,,222.81,66.2,25.8,6.5,88.08,165,20.37,39.7,3.44,2024-12-20,5544,Unhealthy
USA,Los Angeles,100.66,149.84,67.74,29.6,4.19,78.35,110,37.55,63.28,9.06_err,2024-12-21,6770,Unhealthy for Sensitive Groups
China,Shenzhen,28.09,48.07,16.81,9.32,1.67,72.74,10,31.52,78.52,5.66,2024-12-22,4962,Good
USA,Chicago,122.07,215.21,86.27,44.73,5.0,79.13,133,36.04,37.56,8.73,2024-12-23,2119,Unhealthy for Sensitive Groups
Vietnam,Da Nang,81.08,131.47,44.37,18.59,3.63,96.98,74,25.76,80.78,4.15,2024-12-24,1229,Moderate
USA,New York,131.45,169.36,93.16,25.01,7.35,33.41,155,38.39,61.34,7.53,2024-12-25,4138,Unhealthy
Japan,Tokyo,62.13,103.85,48.36,28.62,1.67,92.06,75,16.6,37.6,9.93,2024-12-26,9800,Moderate
Vietnam,Da Nang,223.68,396.81,132.95,28.19,11.09,60.74,257,20.83,69.28,3.87,2024-12-27,2616,Very Unhealthy
China,Shenzhen,139.68,174.69,99.09,33.05,9.91,67.62,159,23.35,73.47,4.38,2024-12-28,8777,Unhealthy
Japan,Kyoto,89.08,152.68,65.03,23.62,5.05,64.76,148,38.36,79.76,9.13,2024-12-29,4033,Unhealthy for Sensitive Groups
Germany,Hamburg,191.57,269.74,89.12,39.83,10.14,93.14,205,32.92,22.3,8.3,2024-12-30,2758,Very Unhealthy
China,Shanghai,126.33,195.23,62.14,33.91,8.59,51.29,162,33.3,57.18,6.58,2024-01-01,7219,Unhealthy
Germany,Berlin,147.75,223.87,115.74,31.48,4.32,103.52,150,34.48,34.96,8.21,2024-01-02,9425,Unhealthy for Sensitive Groups
China,Shanghai,79.07,97.69_err,33.91,23.41,6.07,42.53,89,40.71,39.74,4.84,2024-01-03,2848,Moderate
Japan,Tokyo,82.41,142.58,55.75,20.72,4.81,70.15,104,30.7,52.06,6.86,2024-01-04,8633,Unhealthy for Sensitive Groups
Vietnam,Da Nang,70.65,106.89,55.38,33.08,2.94,47.47,59,33.85,54.41,4.3,2024-01-05,3226,Moderate
Germany,Munich,121.67,207.57,68.63,18.17,4.27,34.42,135,43.98,95.19,4.47,2024-01-06,5723,Unhealthy for Sensitive Groups
USA,Chicago,136.43,205.51,89.97,63.52,7.99,75.09,139,37.52,83.74,7.08,2024-01-07,1665,Unhealthy for Sensitive Groups
Vietnam,Ho Chi Minh City,95.59,166.17,58.33,25.74,5.49,90.49,112,37.1,58.39,7.87,2024-01-08,9088,Unhealthy for Sensitive Groups
Vietnam,Ho Chi Minh City,226.35,407.12,84.54,89.34,6.41,73.25,283,30.59_err,87.76,6.9,2024-01-09,5646,Very Unhealthy
Germany,Hamburg,114.43,176.04,37.13,51.44,7.83,67.51,134,28.54,52.8,4.24,2024-01-10,6111,Unhealthy for Sensitive Groups
Germany,Berlin,177.08,223.26,94.51,64.96,8.78,103.92,213,35.99,76.01,7.93,2024-01-11,7672,Very Unhealthy
Japan,Osaka,62.36,105.43,25.37,29.41,1.33,60.2,82,29.28,80.13,4.99,2024-01-12,4093,Moderate
Vietnam,Ho Chi Minh City,116.53,187.03,75.01,52.42,6.98,87.36,155,41.93,75.27,4.54,2024-01-13,7020,Unhealthy
China,Beijing,118.14,185.4,92.03,27.44,7.76,11.3,142,15.95,68.37,6.76,2024-01-14,9055,Unhealthy for Sensitive Groups
Vietnam,Ho Chi Minh City,121.04,148.99,55.75,42.15,8.53,43.28,146,25.78,99.48,5.46,2024-01-15,8177,Unhealthy for Sensitive Groups
USA,Chicago,111.65,194.19,78.01,51.43,3.67,110.78,154,37.6,81.92,6.06,2024-01-16,2392,Unhealthy
Vietnam,Hanoi,163.65,278.95,57.66,78.54,5.06,59.05,183,16.96,56.7,6.83,2024-01-17,7468,Unhealthy
Germany,Hamburg,187.96,246.34,92.31,47.15,6.44,42.64,178,30.93,80.43,4.1,2024-01-18,2666,Unhealthy
China,Beijing,31.01,50.24,15.69,7.02,2.37,75.36,30,22.87,35.11,3.26,2024-01-19,6959,Good
China,Shanghai,85.05,146.17,58.14,31.67,4.03,45.02,90,14.03,66.16,5.56,2024-01-20,4281,Moderate
