Country,City,PM2.5,PM10,NO2,SO2,CO,O3,AQI,Temperature,Humidity,WindSpeed,Date,Station_ID,Status,Year,Month,Month_Name,Quarter,High_AQI_Flag,Pollution_Load
USA,New York,33.66,50.48,16.39,11.99,1.66,90.54,31.0,13.35,46.98,5.73,2024-06-25,6201,Good,2024,6,June,2,0,0.19907880481816753
Vietnam,Da Nang,92.52,118.73,31.41,31.05,2.89,67.98,103.0,9.43,64.48,4.8,2024-06-26,9732,Unhealthy for Sensitive Groups,2024,6,June,2,1,0.3052701241326678
Vietnam,Hanoi,207.77,303.34,144.73,75.77,9.27,61.72,237.0,32.17,65.09,7.37,2024-06-27,6203,Very Unhealthy,2024,6,June,2,1,0.735510035553979
China,Shenzhen,116.54,203.38,53.76,32.27,3.01,36.84,106.0,27.02,83.05,6.77,2024-06-28,1483,Unhealthy for Sensitive Groups,2024,6,June,2,1,0.3480788572098678
Japan,Osaka,54.04,89.01,19.4,10.59,1.72,66.07,54.0,36.42,67.96,4.59,2024-06-29,7737,Moderate,2024,6,June,2,0,0.20037820585181287
Japan,Osaka,188.95,241.72,63.55,33.09,12.24,77.34,197.0,36.21,100.0,4.42,2024-06-30,5485,Unhealthy,2024,6,June,2,1,0.5810354118979372
China,Beijing,128.78,164.06,68.72,61.74,5.81,91.89,136.0,24.74,77.15,8.33,2024-07-01,2749,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.5098556449126977
China,Beijing,118.6,187.84,35.76,23.87,4.36,90.73,154.0,25.87,55.16,4.39,2024-07-02,1429,Unhealthy,2024,7,July,3,1,0.39077706988240357
USA,Chicago,228.6,281.94,150.53,31.99,6.5,61.16,237.0,36.86,91.11,2.45,2024-07-03,5372,Very Unhealthy,2024,7,July,3,1,0.6355365524979014
USA,Chicago,54.66,70.36,35.24,8.3,1.72,113.96,84.0,32.2,85.84,3.7,2024-07-04,4783,Moderate,2024,7,July,3,0,0.2667217159220822
USA,New York,200.28,329.27,111.18,93.33125000000001,14.94125,48.12,300.5,37.86,58.27,7.63,2024-07-05,4783,Hazardous,2024,7,July,3,1,0.7827915918704709
Vietnam,Ho Chi Minh City,125.26,217.99,86.44,51.92,3.71,54.18,108.0,17.96,51.69,7.52,2024-07-06,2302,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.46218359886104304
Germany,Berlin,165.16,241.64,73.22,22.82,12.14,19.7,193.0,30.29,91.51,6.12,2024-07-07,9230,Unhealthy,2024,7,July,3,1,0.48312168248613735
USA,Los Angeles,148.98,192.64,84.93,19.7,9.83,48.23,187.0,21.57,68.3,6.32,2024-07-08,7126,Unhealthy,2024,7,July,3,1,0.4681005741587678
China,Shanghai,39.72,66.0,17.16,15.53,2.79,68.1,24.0,22.37,82.71,2.94,2024-07-09,9051,Good,2024,7,July,3,0,0.20154373349126167
Germany,Berlin,56.21,82.71,31.22,17.57,3.89,69.16,68.0,15.46,67.02,8.19,2024-07-10,3683,Moderate,2024,7,July,3,0,0.25308824153965503
China,Beijing,174.95,225.37,82.4,81.12,13.07,35.84,191.0,41.74,77.79,11.348749999999999,2024-07-11,1528,Unhealthy,2024,7,July,3,1,0.628800842673977
Germany,Berlin,83.77,121.77,58.24,35.35,6.16,66.43,101.0,28.32,51.95,5.73,2024-07-12,5421,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.3732041174565693
Germany,Berlin,119.62,197.99,39.74,31.91,7.23,93.59,133.0,24.86,48.5,6.37,2024-07-13,4323,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.4507914757951637
China,Beijing,131.99,199.43,66.41,56.39,4.08,97.59,143.0,20.83,88.93,7.83,2024-07-14,3901,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.503337865806723
Germany,Hamburg,159.66,268.65,67.8,18.64,5.15,51.36,176.0,21.86,93.91,5.94,2024-07-15,9027,Unhealthy,2024,7,July,3,1,0.4395326325738906
Japan,Osaka,224.96,383.85749999999996,126.5,56.11,14.94125,52.34,284.0,23.87,60.34,8.9,2024-07-16,5043,Very Unhealthy,2024,7,July,3,1,0.7788921865006975
Germany,Munich,123.91,192.88,94.7,26.59,4.55,59.33,151.0,28.065,48.37,7.59,2024-07-17,1685,Unhealthy,2024,7,July,3,1,0.42953538254960383
USA,Chicago,154.28,270.57,79.53,76.19,5.08,83.87,194.0,30.29,100.0,5.8,2024-07-18,7232,Unhealthy,2024,7,July,3,1,0.5941794553028721
Japan,Osaka,163.71,203.05,65.89,80.17,10.08,88.39,179.0,11.91,83.58,5.74,2024-07-19,9784,Unhealthy,2024,7,July,3,1,0.6242461995124824
USA,Chicago,45.85,59.79,25.41,15.33,1.58,69.86,35.0,34.97,68.81,8.3,2024-07-20,1630,Good,2024,7,July,3,0,0.20035990748841825
USA,New York,117.28,182.12,60.16,27.04,6.86,47.07,130.0,29.25,63.0,5.45,2024-07-21,8399,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.39299688582625053
Germany,Berlin,139.06,197.14,108.35,63.61,6.4,90.45,164.0,31.71,66.45,5.93,2024-07-22,5025,Unhealthy,2024,7,July,3,1,0.5838495480676208
USA,Chicago,96.58,137.45,36.93,17.74,5.74,90.54,95.0,15.42,66.26,2.61,2024-07-23,7481,Moderate,2024,7,July,3,0,0.359069014535166
Vietnam,Da Nang,157.83,221.84,100.06,76.81,6.85,64.88,148.0,18.64,85.64,7.02,2024-07-24,7347,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.5946451189086841
USA,Chicago,118.11,208.18,89.43,23.8,5.21,79.65,165.0,30.23,100.0,5.23,2024-07-25,1807,Unhealthy,2024,7,July,3,1,0.45473412719633416
China,Shanghai,82.39,123.35,63.06,37.79,3.32,75.39,89.0,43.13,71.01,4.97,2024-07-26,8201,Moderate,2024,7,July,3,0,0.36222994027668864
Germany,Munich,245.99,296.04,85.55,44.99,10.06,73.37,235.0,13.39,72.27,7.31,2024-07-27,5684,Very Unhealthy,2024,7,July,3,1,0.6599308542203719
Germany,Berlin,119.25,211.28,73.04,46.14,5.47,40.74,134.0,21.3,70.67,7.7,2024-07-28,7921,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.43251980132555606
Japan,Kyoto,110.58,163.28,78.0,47.53,7.25,34.28,110.0,22.97,61.05,8.67,2024-07-29,1893,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.4251569577666028
USA,New York,226.4,344.92,84.97,64.41,11.93,51.38,262.0,26.87,74.53,6.07,2024-07-30,8595,Very Unhealthy,2024,7,July,3,1,0.6961382106251466
Germany,Berlin,84.1,108.07,44.27,9.15,3.93,55.01,87.0,24.24,71.41,2.36,2024-07-31,9202,Moderate,2024,7,July,3,0,0.26492581793712644
Vietnam,Hanoi,235.87,355.79,151.46875,45.42,10.06,42.85,265.0,29.12,94.07,5.22,2024-08-01,9952,Very Unhealthy,2024,8,August,3,1,0.7153803879812198
China,Shanghai,170.52,257.5,70.91,18.04,10.1,78.52,213.0,40.1,64.26,0.5787499999999994,2024-08-02,7775,Very Unhealthy,2024,8,August,3,1,0.5342373864330997
Japan,Osaka,110.08,189.74,35.36,54.07,8.76,24.27,129.0,14.57,84.5,4.54,2024-08-03,1408,Unhealthy for Sensitive Groups,2024,8,August,3,1,0.4051441503515793
China,Shanghai,118.22,145.93,77.93,29.41,3.78,53.89,143.0,31.54,65.84,5.84,2024-08-04,4308,Unhealthy for Sensitive Groups,2024,8,August,3,1,0.3756431631560628
Germany,Berlin,156.55,271.62,62.99,69.44,5.96,91.31,176.0,27.12,69.45,6.32,2024-08-05,5097,Unhealthy,2024,8,August,3,1,0.5848541948070634
Japan,Kyoto,253.98375000000001,383.85749999999996,151.46875,93.33125000000001,8.93,53.33,300.5,23.24,59.17,3.83,2024-08-06,3686,Hazardous,2024,8,August,3,1,0.8270988703654774
Vietnam,Hanoi,145.21,202.72,84.71,37.61,3.55,62.12,153.0,18.62,30.03,5.38,2024-08-07,2870,Unhealthy,2024,8,August,3,1,0.4492398678367239
Germany,Hamburg,184.11,304.76,128.72,88.65,12.47,56.32,247.0,37.75,58.0,2.4,2024-08-08,6946,Very Unhealthy,2024,8,August,3,1,0.754792751867437
Vietnam,Da Nang,69.31,89.2,27.19,8.68,5.08,51.91,82.0,29.13,79.06,5.26,2024-08-09,7292,Moderate,2024,8,August,3,0,0.2357040013801457
USA,Chicago,120.74,149.75,44.75,27.0,2.73,93.39,98.0,25.0,61.76,4.43,2024-08-10,3619,Moderate,2024,8,August,3,0,0.375970723814939
Germany,Hamburg,158.79,272.42,78.37,71.49,6.42,42.92,206.0,23.27,43.98,2.81,2024-08-11,7235,Very Unhealthy,2024,8,August,3,1,0.5513784094860139
Vietnam,Hanoi,63.16,102.35,29.92,17.83,3.38,88.68,80.0,19.32,80.46,7.03,2024-08-12,6491,Moderate,2024,8,August,3,0,0.28453551567036417
USA,Chicago,91.31,118.21,51.74,15.15,4.18,119.69,87.0,40.73,51.79,6.98,2024-08-13,3459,Moderate,2024,8,August,3,0,0.3782398931883308
China,Beijing,89.23,148.43,54.67,19.92,3.85,22.24,77.0,34.43,32.08,8.44,2024-08-14,3930,Moderate,2024,8,August,3,0,0.27494643473037755
Vietnam,Ho Chi Minh City,64.84,89.87,26.63,16.61,3.3,76.21,56.0,41.14,65.87,3.41,2024-08-15,6047,Moderate,2024,8,August,3,0,0.25751813462618717
Japan,Kyoto,169.58,242.01,114.2,76.9,11.19,85.03,211.0,33.56,87.55,4.57,2024-08-16,8311,Very Unhealthy,2024,8,August,3,1,0.7017154068972511
Japan,Kyoto,89.49,123.19,53.11,20.03,5.47,68.68,104.0,25.54,89.88,6.66,2024-08-17,3960,Unhealthy for Sensitive Groups,2024,8,August,3,1,0.3393955661146956
Vietnam,Hanoi,60.97,84.32,43.03,26.38,2.43,43.9,60.0,19.6,70.38,6.09,2024-08-18,4323,Moderate,2024,8,August,3,0,0.23764423634894336
Vietnam,Da Nang,94.08,113.85,62.31,33.65,2.89,55.5,74.0,22.65,84.37,5.55,2024-08-19,5146,Moderate,2024,8,August,3,0,0.32746560942447295
Vietnam,Ho Chi Minh City,108.11,153.82,78.48,45.08,5.03,59.73,101.0,32.07,98.25,8.52,2024-08-20,9153,Unhealthy for Sensitive Groups,2024,8,August,3,1,0.42273342341362735
Germany,Hamburg,169.5,266.24,108.73,43.02,12.23,108.13,246.0,21.3,57.96,2.67,2024-08-21,1094,Very Unhealthy,2024,8,August,3,1,0.6861724595310027
USA,Los Angeles,105.84,169.46,48.06,19.45,4.58,102.28,116.0,41.02,87.15,6.42,2024-08-22,4897,Unhealthy for Sensitive Groups,2024,8,August,3,1,0.39689196308502767
China,Shenzhen,141.98,180.42,46.95,31.86,4.0,74.87,132.0,43.69,100.0,9.13,2024-08-23,8794,Unhealthy for Sensitive Groups,2024,8,August,3,1,0.40587000879605967
Germany,Munich,103.11,139.56,40.05,32.78,5.49,50.05,101.0,33.97,45.79,7.79,2024-08-24,8239,Unhealthy for Sensitive Groups,2024,8,August,3,1,0.34086860996115154
Vietnam,Da Nang,12.35,16.7,5.21,1.73,0.85,77.18,10.0,26.0,55.03,5.93,2024-08-25,1107,Good,2024,8,August,3,0,0.1127345268768953
China,Shenzhen,26.21,35.89,11.47,10.98,2.06,108.01,27.0,25.37,62.83,8.92,2024-08-26,5556,Good,2024,8,August,3,0,0.20691840497189382
USA,Chicago,148.32,256.82,102.96,43.02,5.71,76.86,182.0,37.3,100.0,3.59,2024-08-27,4401,Unhealthy,2024,8,August,3,1,0.5484987449347118
Vietnam,Hanoi,91.45,143.77,38.39,25.03,2.98,121.19,110.0,27.73,86.39,3.85,2024-08-28,3429,Unhealthy for Sensitive Groups,2024,8,August,3,1,0.38110231707412473
Vietnam,Da Nang,120.94,166.1,76.05,25.41,8.37,76.82,136.0,36.77,71.69,5.58,2024-08-29,6718,Unhealthy for Sensitive Groups,2024,8,August,3,1,0.45775468551602655
Vietnam,Hanoi,161.16,212.18,77.05,33.1,9.15,101.52,162.0,17.56,43.75,5.17,2024-08-30,1531,Unhealthy,2024,8,August,3,1,0.5602897383978079
USA,Chicago,23.06,30.87,62.94,8.63,1.11,41.61,53.0,27.61,71.85,4.11,2024-08-31,5889,Moderate,2024,8,August,3,0,0.16087325405000216
Japan,Tokyo,92.94,136.95,65.91,9.93,5.1,64.3,92.0,25.8,72.41,7.11,2024-09-01,1803,Moderate,2024,9,September,3,0,0.3341725643610886
Vietnam,Ho Chi Minh City,81.7,116.56,40.54,36.73,4.67,54.77,74.0,34.97,17.36,5.51,2024-09-02,3920,Moderate,2024,9,September,3,0,0.32073539904017795
China,Shenzhen,127.19,158.54,41.85,37.4,9.85,59.55,148.0,12.83,45.66,6.01,2024-09-03,5659,Unhealthy for Sensitive Groups,2024,9,September,3,1,0.43680195777476244
USA,Chicago,49.72,65.47,27.65,13.7,1.8,31.59,46.0,24.09,47.43,4.59,2024-09-04,3906,Good,2024,9,September,3,0,0.15899080832461834
Germany,Hamburg,83.99,135.72,27.79,33.22,5.46,71.77,91.0,38.31,81.76,6.48,2024-09-05,6901,Moderate,2024,9,September,3,0,0.34068084609960936
Vietnam,Hanoi,100.61,177.65,55.48,49.0,2.55,48.06,111.0,22.19,64.26,4.65,2024-09-06,5903,Unhealthy for Sensitive Groups,2024,9,September,3,1,0.36712082058954
Japan,Osaka,92.53,152.61,35.35,40.59,2.58,51.51,85.0,27.23,56.43,6.52,2024-09-07,7208,Moderate,2024,9,September,3,0,0.31763298592399336
Vietnam,Ho Chi Minh City,176.33,232.75,93.46,36.34,8.3,45.65,184.0,33.97,80.33,7.57,2024-09-08,2063,Unhealthy,2024,9,September,3,1,0.523385011295702
Japan,Osaka,76.01,119.2,46.41,9.02,4.29,49.99,104.0,38.95,51.11,6.46,2024-09-09,3204,Unhealthy for Sensitive Groups,2024,9,September,3,1,0.26430236905365406
Vietnam,Da Nang,78.18,115.62,61.21,17.14,2.61,90.73,89.0,30.32,36.53,6.26,2024-09-10,5496,Moderate,2024,9,September,3,0,0.32810211303651066
Japan,Kyoto,169.26,266.57,101.3,27.72,9.83,35.04,199.0,25.38,64.05,6.54,2024-09-11,7779,Unhealthy,2024,9,September,3,1,0.5306423720267792
USA,New York,134.06,168.61,89.31,19.54,4.88,67.73,152.0,43.34,94.28,7.11,2024-09-12,4425,Unhealthy,2024,9,September,3,1,0.4211291544712444
USA,New York,159.92,235.29,65.99,26.34,7.04,74.53,152.0,16.11,74.85,6.65,2024-09-13,2790,Unhealthy,2024,9,September,3,1,0.48731467947263624
USA,Chicago,82.71,127.94,28.87,39.21,3.33,99.03,91.0,21.15,66.8,6.34,2024-09-14,9666,Moderate,2024,9,September,3,0,0.35901224075874033
Vietnam,Ho Chi Minh City,123.95,187.58,69.35,31.56,5.96,78.62,138.0,32.76,68.73,8.12,2024-09-15,5705,Unhealthy for Sensitive Groups,2024,9,September,3,1,0.4481936038412444
Germany,Hamburg,122.93,173.14,76.19,34.22,3.06,98.22,136.0,28.79,60.48,6.87,2024-09-16,6185,Unhealthy for Sensitive Groups,2024,9,September,3,1,0.4457835357166986
Japan,Kyoto,206.14,300.46,71.26,93.33125000000001,9.47,84.47,235.0,31.11,100.0,5.08,2024-09-17,6797,Very Unhealthy,2024,9,September,3,1,0.7139991754585941
China,Shenzhen,237.74,300.51,137.94,30.78,12.53,55.37,276.0,36.37,67.95,4.13,2024-09-18,9132,Very Unhealthy,2024,9,September,3,1,0.6940867794212361
USA,Chicago,128.98,201.71,49.59,57.15,9.78,93.82,168.0,34.19,56.53,3.48,2024-09-19,9154,Unhealthy,2024,9,September,3,1,0.5441872599147862
Germany,Berlin,181.41,248.92,56.92,32.64,7.98,98.15,186.0,24.55,55.63,6.89,2024-09-20,4812,Unhealthy,2024,9,September,3,1,0.5495356601880392
Japan,Tokyo,82.34,145.82,51.28,23.23,3.96,97.61,60.0,16.5,55.39,7.15,2024-09-21,1025,Moderate,2024,9,September,3,0,0.3681532365413361
Vietnam,Hanoi,199.64,282.55,131.44,66.13,14.94125,74.26,270.0,34.54,60.32,6.95,2024-09-22,8616,Very Unhealthy,2024,9,September,3,1,0.7681652482878878
Vietnam,Da Nang,87.44,154.78,30.91,28.44,3.48,76.06,109.0,43.64,40.11,5.82,2024-09-23,4396,Unhealthy for Sensitive Groups,2024,9,September,3,1,0.3295413047408229
USA,Los Angeles,121.57,157.6,48.02,46.98,2.8,74.13,99.0,18.55,63.68,9.14,2024-09-24,7783,Moderate,2024,9,September,3,0,0.396106629210133
Vietnam,Ho Chi Minh City,58.14,78.55,28.13,7.43,3.2,66.21,39.0,23.0,68.07,2.93,2024-09-25,6728,Good,2024,9,September,3,0,0.21928780799673672
USA,Chicago,153.54,216.12,78.03,64.34,4.56,21.73,134.0,28.9,100.0,8.17,2024-09-26,4478,Unhealthy for Sensitive Groups,2024,9,September,3,1,0.4617279707404642
Vietnam,Da Nang,60.15,96.27,42.17,29.42,3.47,136.46374999999995,60.0,16.14,68.14,6.14,2024-09-27,4296,Moderate,2024,9,September,3,0,0.3759805334783299
Japan,Osaka,93.07,149.11,62.375,25.58,3.48,107.88,109.0,15.62,40.81,4.34,2024-09-28,2111,Unhealthy for Sensitive Groups,2024,9,September,3,1,0.4010457086046965
Japan,Osaka,133.34,203.72,68.68,21.46,5.96,53.02,147.0,30.2,69.09,5.35,2024-09-29,9301,Unhealthy for Sensitive Groups,2024,9,September,3,1,0.4102407797108616
USA,Los Angeles,62.25,86.47,24.77,25.54,3.67,89.0,46.0,40.69,86.12,5.35,2024-09-30,1100,Good,2024,9,September,3,0,0.28868412508166363
Vietnam,Da Nang,190.25,318.69,84.39,77.65,8.83,104.27,247.0,23.88,100.0,5.81,2024-10-01,6460,Very Unhealthy,2024,10,October,4,1,0.7157389857129934
Japan,Osaka,96.81,127.01,76.4,37.46,3.39,80.13,109.0,35.19,100.0,6.96,2024-10-02,1477,Unhealthy for Sensitive Groups,2024,10,October,4,1,0.3945887303139317
China,Beijing,96.46,152.8,30.88,12.31,6.06,83.53,129.0,28.5,57.49,6.035,2024-10-03,6415,Unhealthy for Sensitive Groups,2024,10,October,4,1,0.3439904525641578
Japan,Kyoto,128.77,199.22,53.44,13.67,7.94,78.68,107.0,32.24,57.03,10.17,2024-10-04,8849,Unhealthy for Sensitive Groups,2024,10,October,4,1,0.4288868295413278
Germany,Berlin,159.22,252.46,122.47,78.48,12.23,87.82,222.0,32.41,82.36,4.55,2024-10-05,3224,Very Unhealthy,2024,10,October,4,1,0.7267290429761758
Germany,Berlin,110.83,142.75,83.22,46.8,2.69,42.66,104.0,33.74,53.71,3.0,2024-10-06,8546,Unhealthy for Sensitive Groups,2024,10,October,4,1,0.38009021491433087
USA,Los Angeles,80.06,134.8,45.39,33.43,2.93,95.71,95.0,45.0,72.12,7.72,2024-10-07,8577,Moderate,2024,10,October,4,0,0.35958291402628606
Germany,Hamburg,48.9,64.23,35.85,19.07,1.6,84.65,28.0,20.22,100.0,6.23,2024-10-08,1917,Good,2024,10,October,4,0,0.24174820327940524
USA,Los Angeles,94.3,139.58,56.11,11.2,4.16,63.05,101.0,31.99,54.56,3.72,2024-10-09,6169,Unhealthy for Sensitive Groups,2024,10,October,4,1,0.3154793877811746
USA,Chicago,105.03,176.33,50.65,17.22,4.65,55.19,145.0,24.3,66.09,3.33,2024-10-10,1306,Unhealthy for Sensitive Groups,2024,10,October,4,1,0.3393615647998969
China,Shenzhen,163.38,229.57,92.28,41.64,10.14,105.75,204.0,21.74,68.13,8.76,2024-10-11,6434,Very Unhealthy,2024,10,October,4,1,0.618406522699226
Japan,Tokyo,165.31,281.99,64.07,76.33,7.68,62.2,203.0,34.64,76.83,0.95,2024-10-12,3446,Very Unhealthy,2024,10,October,4,1,0.5913929305518523
Japan,Tokyo,114.56,155.13,55.08,50.84,8.74,74.2,127.0,31.71,57.87,7.15,2024-10-13,6556,Unhealthy for Sensitive Groups,2024,10,October,4,1,0.4719477964067083
Germany,Hamburg,190.8,253.89,142.4,70.05,13.71,95.03,215.0,29.91,85.86,8.85,2024-10-14,9753,Very Unhealthy,2024,10,October,4,1,0.7812730192145029
China,Shenzhen,67.48,100.74,27.54,19.8,5.22,50.49,83.0,23.73,87.53,6.28,2024-10-15,7382,Moderate,2024,10,October,4,0,0.2598584624987339
China,Shenzhen,177.71,262.84,112.03,19.49,6.22,66.92,176.0,43.98,45.51,7.03,2024-10-16,2914,Unhealthy,2024,10,October,4,1,0.5316210774089277
Japan,Kyoto,175.98,221.52,112.6,38.25,11.92,58.04,225.0,41.47,45.08,3.31,2024-10-17,6152,Very Unhealthy,2024,10,October,4,1,0.5992945596973439
Vietnam,Ho Chi Minh City,90.42,118.94,46.32,39.21,4.41,69.82,75.0,36.03,69.64,8.22,2024-10-18,7780,Moderate,2024,10,October,4,0,0.3547154019943563
Vietnam,Ho Chi Minh City,103.73,146.66,81.93,51.17,3.46,79.9,84.0,26.96,60.06,3.6,2024-10-19,4893,Moderate,2024,10,October,4,0,0.4393895584531921
Japan,Osaka,160.89,224.96,116.65,22.11,3.62,76.08,152.0,22.3,65.13,7.71,2024-10-20,5958,Unhealthy,2024,10,October,4,1,0.4957708319969849
China,Shenzhen,160.09,221.15,51.62,51.66,11.22,44.84,188.0,41.97,38.05,6.26,2024-10-21,5953,Unhealthy,2024,10,October,4,1,0.5201073637474555
China,Beijing,151.0,226.68,101.62,44.97,4.18,49.67,152.0,25.49,100.0,8.1,2024-10-22,7131,Unhealthy,2024,10,October,4,1,0.4872292791701029
Vietnam,Hanoi,114.4,168.57,63.79,35.22,8.81,93.78,144.0,17.51,82.6,10.49,2024-10-23,2517,Unhealthy for Sensitive Groups,2024,10,October,4,1,0.48495803834348816
Germany,Hamburg,175.02,228.69,55.45,41.15,7.99,115.1,187.0,33.25,60.05,3.25,2024-10-24,1408,Unhealthy,2024,10,October,4,1,0.5715630167527334
Germany,Hamburg,156.38,223.72,54.19,34.58,7.8,66.28,142.0,26.86,38.11,7.32,2024-10-25,3524,Unhealthy for Sensitive Groups,2024,10,October,4,1,0.4795789944315132
China,Shanghai,170.63,278.13,59.76,59.69,4.57,59.77,156.0,22.14,53.87,6.81,2024-10-26,8921,Unhealthy,2024,10,October,4,1,0.5203847088501076
USA,Los Angeles,56.78,101.87,29.01,7.88,1.55,76.21,56.0,30.62,66.15,7.22,2024-10-27,6363,Moderate,2024,10,October,4,0,0.22471543389671478
China,Beijing,19.63,29.45,12.74,4.85,1.41,26.3,10.0,27.54,55.93,10.93,2024-10-28,9456,Good,2024,10,October,4,0,0.07910425815735518
China,Beijing,93.26,139.02,60.01,38.18,5.99,28.71,96.0,24.3,78.45,4.79,2024-10-29,1598,Moderate,2024,10,October,4,0,0.34459915102540767
Germany,Munich,178.22,297.1,129.32,37.21,9.91,66.05,228.0,23.32,58.51,4.34,2024-10-30,9558,Very Unhealthy,2024,10,October,4,1,0.6388369301606592
Vietnam,Hanoi,179.34,302.4,66.32,74.14,14.34,103.63,269.0,31.57,77.43,4.24,2024-10-31,6095,Very Unhealthy,2024,10,October,4,1,0.7357545290289315
Vietnam,Da Nang,166.33,262.61,116.12,46.49,4.54,93.82,178.0,14.79,73.3,5.66,2024-11-01,2426,Unhealthy,2024,11,November,4,1,0.5924359240750979
Japan,Osaka,180.2,274.92,54.94,51.89,6.76,58.58,191.0,8.11,53.29,7.71,2024-11-02,1755,Unhealthy,2024,11,November,4,1,0.5289903538541518
Vietnam,Da Nang,90.26,135.34,32.74,39.28,2.42,71.02,89.0,45.0,100.0,6.11,2024-11-03,6119,Moderate,2024,11,November,4,0,0.32607700999105366
Vietnam,Da Nang,71.02,90.69,48.17,26.73,4.02,49.96,93.0,30.66,67.03,2.64,2024-11-04,6114,Moderate,2024,11,November,4,0,0.2791129040689792
China,Shanghai,62.82,102.63,41.07,11.32,1.85,59.55,40.0,22.41,41.04,4.73,2024-11-05,4285,Good,2024,11,November,4,0,0.23100232941254972
China,Shanghai,154.15,201.87,99.15,37.15,12.15,79.86,189.0,18.44,66.07,6.13,2024-11-06,5532,Unhealthy,2024,11,November,4,1,0.5891844149015114
USA,Los Angeles,105.53,169.49,60.06,37.14,5.89,112.77,103.0,19.4,76.86,5.14,2024-11-07,8227,Unhealthy for Sensitive Groups,2024,11,November,4,1,0.4700209049982769
Vietnam,Ho Chi Minh City,194.8,276.7,74.27,39.07,6.41,62.66,223.0,26.23,99.62,4.67,2024-11-08,3446,Very Unhealthy,2024,11,November,4,1,0.539211784322955
China,Shanghai,162.44,244.44,124.64,70.28,12.92,79.91,227.0,38.29,76.34,2.67,2024-11-09,2875,Very Unhealthy,2024,11,November,4,1,0.7106475974643053
Vietnam,Da Nang,159.2,196.38,94.84,39.64,6.88,62.77,164.0,15.7,78.38,1.02,2024-11-10,9422,Unhealthy,2024,11,November,4,1,0.5089579432919592
Vietnam,Hanoi,81.72,124.69,36.85,29.77,3.2,62.95,87.0,23.03,63.09,6.01,2024-11-11,9888,Moderate,2024,11,November,4,0,0.3015574987510688
Japan,Kyoto,121.85,209.85,83.62,46.35,3.46,68.71,131.0,37.53,79.12,7.86,2024-11-12,6218,Unhealthy for Sensitive Groups,2024,11,November,4,1,0.4586866082914462
Japan,Tokyo,73.19,126.02,44.84,7.36,3.01,49.76,71.0,45.0,84.64,3.66,2024-11-13,5641,Moderate,2024,11,November,4,0,0.24604202824636204
USA,New York,233.93,295.26,130.95,77.43,14.94125,64.64,272.0,21.8,45.12,6.61,2024-11-14,3806,Very Unhealthy,2024,11,November,4,1,0.8044398869058957
Vietnam,Ho Chi Minh City,161.61,202.62,72.76,19.89,6.83,83.67,176.0,26.96,65.33,4.2,2024-11-15,6549,Unhealthy,2024,11,November,4,1,0.47901685432872404
USA,Los Angeles,101.48,168.72,35.85,19.48,2.08,48.95,112.0,28.66,73.44,7.8,2024-11-16,1831,Unhealthy for Sensitive Groups,2024,11,November,4,1,0.2843973752250936
China,Beijing,134.27,171.72,67.22,43.99,7.19,43.26,148.0,33.2,82.17,6.5,2024-11-17,8712,Unhealthy for Sensitive Groups,2024,11,November,4,1,0.43707777795388475
Vietnam,Hanoi,40.13,63.15,14.35,6.06,0.98,68.15,34.0,27.52,100.0,7.83,2024-11-18,7284,Good,2024,11,November,4,0,0.16005723542459396
Vietnam,Hanoi,106.65,190.97,56.33,15.46,8.49,111.9,114.0,28.34,56.92,6.07,2024-11-19,7987,Unhealthy for Sensitive Groups,2024,11,November,4,1,0.46514776280630965
Germany,Berlin,42.61,65.38,28.89,8.8,1.83,78.74,46.0,34.28,53.66,7.29,2024-11-20,8304,Good,2024,11,November,4,0,0.20684161495425069
USA,Los Angeles,143.92,203.54,112.15,16.59,10.88,70.84,187.0,22.92,45.73,1.23,2024-11-21,6119,Unhealthy,2024,11,November,4,1,0.5347667056917478
Japan,Tokyo,195.97,245.51,120.31,55.17,14.33,88.25,228.0,40.6,45.38,4.5,2024-11-22,9740,Very Unhealthy,2024,11,November,4,1,0.7278734848068935
Vietnam,Ho Chi Minh City,45.89,62.06,14.91,19.95,1.09,46.57,64.0,28.83,50.76,0.5787499999999994,2024-11-23,3159,Moderate,2024,11,November,4,0,0.16300086211818324
Vietnam,Da Nang,35.8,57.19,19.73,8.37,2.49,84.73,49.0,22.38,95.05,3.05,2024-11-24,8672,Good,2024,11,November,4,0,0.20264757425983024
Vietnam,Ho Chi Minh City,113.44,185.61,86.4,40.26,8.75,61.42,152.0,31.34,66.87,4.68,2024-11-25,6085,Unhealthy,2024,11,November,4,1,0.48452204595358433
Germany,Munich,84.28,118.22,27.12,38.93,4.29,50.49,78.0,24.01,68.94,6.24,2024-11-26,4796,Moderate,2024,11,November,4,0,0.3025160822732539
